MID,CHURN,CALL_CENTRE_CALLS,MFTR,EXTERNAL_CONGESTION_ERRORS,NORMAL_CALLS,SUBSCRIBER_ERRORS,QOS_CONGESTION,QOS_SUBSCRIBER,QOS_GROUP,USAGE_DIRECTION,EVENT_TYPE_DATA_USAGE_DIRECTION,EVENT_TYPE_INCOMING_USAGE_DIRECT,EVENT_TYPE_OUTGOING_USAGE_DIRECT,EVENT_TYPE_SMS_USAGE_DIRECTION,OUTGOING_OVERALL,INCOMING_OVERALL,SMS_OVERALL,DATA_OVERALL,USAGE_LIFESTYLE,LIFESTYLE
714,"0",,"Motorola",5,443,0,0.011287,0.000000,"Fair",1.477695,,1.655827,1.708483,1.068775,0.265525,-0.038374,-0.145255,-1.000000,"No Data Usage","Daily Grinder"
715,"0",20,"Apple",12,1383,0,0.008677,0.000000,"Fair",1.036514,,1.051398,0.872268,1.185875,2.571325,2.005560,2.672300,-1.000000,"High SMS","Night Shift"
717,"0",,"Samsung",0,121,0,0.000000,0.000000,"Good",0.212833,,0.305164,0.333333,0.000000,-0.638320,-0.434686,-0.725189,-1.000000,"No Data Usage","Undef"
718,"0",,"Samsung",6,1106,0,0.005425,0.000000,"Good",4.919184,,4.367725,4.010198,6.379630,2.088005,1.730359,-0.596584,-1.000000,"Voice Caller","Night Shift"
719,"0",,"Nokia",0,329,0,0.000000,0.000000,"Good",1.204838,,1.846591,1.817204,1.155556,-0.594376,0.424221,-0.721511,-1.000000,"No Data Usage","Daily Grinder"
723,"0",,"Apple",1,324,0,0.003086,0.000000,"Good",2.192831,5.123053,1.132576,1.000000,1.515695,-0.082281,-0.222905,-0.634067,-0.119942,"Other Usage","Daily Grinder"
724,"1",,"Apple",0,275,0,0.000000,0.000000,"Good",2.766030,5.291765,1.482456,2.044444,2.245455,0.143373,-0.532123,-0.674693,-0.116562,"Other Usage","Daily Grinder"
726,"0",,"RIM",0,148,0,0.000000,0.000000,"Good",0.979740,,1.359477,0.559140,1.020605,-0.523678,-0.450651,2.717580,-1.000000,"High SMS","Daily Grinder"
728,"0",,"Nokia",1,272,0,0.003676,0.000000,"Good",1.220866,,1.890380,1.748538,0.023679,-0.605330,0.342318,-0.672822,-1.000000,"No Data Usage","Daily Grinder"
733,"1",,"Apple",0,21,0,0.000000,0.000000,"Good",0.000000,0.000000,0.000000,0.000000,0.000000,-0.836172,-0.805576,-0.676563,-0.752377,"Other Usage","Undef"
735,"0",3,"Apple",0,250,0,0.000000,0.000000,"Good",0.641863,0.000000,1.348148,0.659420,0.559882,-0.297372,-0.179812,0.221265,-0.531922,"High SMS","Daily Grinder"
736,"0",1,"Apple",7,153,0,0.045752,0.000000,"Poor",11.131906,41.166667,1.064327,1.031746,1.264883,-0.539885,-0.477985,-0.172071,-0.678310,"Other Usage","Daily Grinder"
738,"0",2,"Samsung",0,99,0,0.000000,0.000000,"Good",2.540667,6.871429,1.471698,0.419355,1.400186,-0.780377,-0.483381,-0.151406,-0.660209,"Other Usage","Daily Grinder"
739,"0",1,"LG",0,212,0,0.000000,0.000000,"Good",0.568048,,1.095238,1.176955,0.000000,-0.488419,-0.179767,-0.727542,-1.000000,"No Data Usage","Norm Peterson"
740,"0",,"Samsung",0,27,0,0.000000,0.000000,"Good",0.631944,0.000000,1.444444,1.083333,0.000000,-0.839189,-0.770084,-0.722659,-0.753665,"Low Overall","Homebody"
743,"0",,"Apple",1,42,0,0.023810,0.000000,"Poor",1.922965,5.402884,0.333333,0.928571,1.027073,-0.759269,-0.754675,0.425912,-0.143152,"High SMS","Daily Grinder"
744,"0",4,"Samsung",0,116,0,0.000000,0.000000,"Good",2.658499,7.428571,0.288889,1.788360,1.128177,-0.570564,-0.659977,0.093158,-0.746524,"Other Usage","Daily Grinder"
746,"0",,"LG",0,101,0,0.000000,0.000000,"Good",0.894375,,1.341270,0.500000,0.841854,-0.698051,-0.541189,-0.478833,-1.000000,"No Data Usage","Daily Grinder"
747,"0",,"Samsung",0,93,0,0.000000,0.000000,"Good",2.484499,5.531438,1.130435,1.666667,1.609454,-0.693157,-0.684115,0.113495,-0.143839,"Other Usage","Daily Grinder"
748,"1",,"",0,1,0,0.000000,0.000000,"Good",0.000000,,,,0.000000,-1.000000,-1.000000,-0.705491,-1.000000,"Low Overall","Homebody"
750,"0",,"Samsung",1,69,0,0.014493,0.000000,"Fair",3.180053,9.533333,1.019608,1.268293,0.898978,-0.719819,-0.754204,-0.018207,-0.747164,"Other Usage","Norm Peterson"
753,"0",,"Nokia",1,321,0,0.003115,0.000000,"Good",1.248315,,1.300000,1.186722,1.258224,0.196808,-0.419840,0.133087,-1.000000,"No Data Usage","Daily Grinder"
756,"0",,"Apple",1,322,0,0.003106,0.000000,"Good",1.950063,5.073171,0.684211,0.674449,1.368421,0.233308,-0.423358,0.727981,-0.264074,"High SMS","Daily Grinder"
757,"0",28,"Samsung",2,793,0,0.002522,0.000000,"Good",1.351773,,1.475845,1.514503,1.064972,2.096879,0.181847,-0.682407,-1.000000,"Voice Caller","Undef"
758,"0",,"RIM",0,37,0,0.000000,0.000000,"Good",0.728752,,0.866667,0.565217,0.754372,-0.798589,-0.779642,-0.179947,-1.000000,"No Data Usage","Homebody"
759,"0",6,"Sierra Wireless",2,256,0,0.007813,0.000000,"Fair",0.730269,,0.949772,0.384161,0.856874,0.134747,-0.319160,-0.660800,-1.000000,"Voice Caller","Daily Grinder"
760,"0",1,"RIM",0,56,0,0.000000,0.000000,"Good",1.784251,,2.166667,1.405405,1.780681,-0.724583,-0.778912,-0.565505,-1.000000,"No Data Usage","Undef"
767,"1",1,"Samsung",0,82,0,0.000000,0.000000,"Good",0.650679,,0.906977,0.838710,0.206349,-0.758845,-0.528404,-0.709719,-1.000000,"No Data Usage","Undef"
768,"0",17,"LG",0,68,0,0.000000,0.000000,"Good",1.343346,,1.368421,1.772727,0.888889,-0.671957,-0.719301,-0.711432,-1.000000,"No Data Usage","Homebody"
772,"0",6,"Apple",2,429,0,0.004662,0.000000,"Good",1.695498,,1.632035,1.134595,2.319865,0.365797,-0.335569,-0.302571,-1.000000,"Voice Caller","Norm Peterson"
773,"0",,"Apple",0,84,0,0.000000,0.000000,"Good",0.215567,,0.184397,0.234234,0.228070,-0.772531,-0.583320,-0.704138,-1.000000,"No Data Usage","Homebody"
775,"0",,"Apple",0,158,0,0.000000,0.000000,"Good",0.967099,,1.072165,1.363636,0.465497,0.461937,-0.194655,2.627601,-1.000000,"High SMS","Daily Grinder"
783,"1",2,"Apple",1,313,0,0.003195,0.000000,"Good",0.993818,,0.631068,1.072607,1.277778,0.026934,-0.187658,-0.542396,-1.000000,"Voice Caller","Daily Grinder"
784,"0",2,"Samsung",1,1422,0,0.000703,0.000000,"Good",0.971251,,0.993533,1.004340,0.915878,1.861196,2.021467,-0.592961,-1.000000,"Voice Caller","Delivering the Goods"
785,"0",,"Samsung",0,36,0,0.000000,0.000000,"Good",0.516925,0.000000,1.529412,0.000000,0.538287,-0.840600,-0.732904,-0.043490,-0.753379,"Other Usage","Homebody"
787,"0",1,"Apple",4,426,0,0.009390,0.000000,"Fair",1.181462,,1.350649,1.134478,1.059259,0.072592,0.215479,-0.336705,-1.000000,"Voice Caller","Norm Peterson"
790,"0",7,"Apple",1,507,0,0.001972,0.000000,"Good",1.627717,,1.857143,1.264339,1.761668,0.703260,-0.334424,0.805387,-1.000000,"High SMS","Norm Peterson"
792,"0",,"Apple",4,276,0,0.014493,0.000000,"Fair",1.172471,,1.268293,1.912913,0.336207,-0.426910,-0.052440,-0.658683,-1.000000,"No Data Usage","Daily Grinder"
793,"1",,"RIM",3,196,0,0.015306,0.000000,"Poor",1.327056,,0.819820,1.550459,1.610888,-0.357566,-0.460933,0.207556,-1.000000,"High SMS","Daily Grinder"
794,"0",,"Samsung",0,1113,0,0.000000,0.000000,"Good",0.858090,,0.959130,0.973164,0.641975,0.953423,2.086001,-0.700576,-1.000000,"Voice Caller","Delivering the Goods"
795,"0",17,"Apple",4,364,0,0.010989,0.000000,"Fair",0.299740,,0.240741,0.132822,0.825397,0.131518,0.165615,-0.676460,-1.000000,"Voice Caller","Daily Grinder"
797,"0",,"Samsung",0,31,0,0.000000,0.000000,"Good",0.682099,,0.361111,1.083333,0.601852,-0.816212,-0.758193,-0.687108,-1.000000,"No Data Usage","Homebody"
799,"0",,"LG",0,41,0,0.000000,0.000000,"Good",0.803476,,0.541667,0.819820,1.048942,-0.728981,-0.782447,-0.591541,-1.000000,"No Data Usage","Homebody"
800,"0",,"HTC",0,79,0,0.000000,0.000000,"Good",0.993006,,1.238095,1.375661,0.365262,-0.611981,-0.770610,-0.627719,-1.000000,"No Data Usage","Homebody"
806,"0",,"LG",0,307,0,0.000000,0.000000,"Good",1.226394,,1.025445,1.402878,1.250859,-0.246099,0.073317,-0.634243,-1.000000,"No Data Usage","Daily Grinder"
807,"0",,"LG",0,105,0,0.000000,0.000000,"Good",4.225758,,1.666667,1.477273,9.533333,-0.641380,-0.494029,-0.721992,-1.000000,"No Data Usage","Daily Grinder"
808,"0",,"LG",0,14,0,0.000000,0.000000,"Good",2.436715,,,1.733333,3.140097,-0.839014,-1.000000,-0.673126,-1.000000,"No Data Usage","Homebody"
811,"0",1,"Samsung",0,39,0,0.000000,0.000000,"Good",0.556902,,0.619048,0.481481,0.570175,-0.735398,-0.797822,-0.713527,-1.000000,"Low Overall","Homebody"
813,"0",,"Apple",7,357,0,0.019608,0.000000,"Poor",1.068737,,0.959916,0.871508,1.374788,-0.250971,0.080500,-0.359239,-1.000000,"No Data Usage","Norm Peterson"
814,"0",,"Apple",0,65,0,0.000000,0.000000,"Good",0.948310,,1.341270,1.625000,0.826972,-0.825725,-0.549474,-0.078969,-1.000000,"No Data Usage","Homebody"
815,"0",,"Apple",4,419,0,0.009547,0.000000,"Fair",0.424064,,0.764706,0.609375,0.322176,0.257004,-0.035081,1.730028,-1.000000,"High SMS","Daily Grinder"
817,"0",1,"Apple",2,205,0,0.009756,0.000000,"Fair",0.871445,,0.858086,0.738636,1.017613,-0.508203,-0.118701,-0.491745,-1.000000,"No Data Usage","Daily Grinder"
820,"0",,"RIM",0,146,0,0.000000,0.000000,"Good",1.167182,,0.955882,1.155556,1.390108,-0.665161,-0.369653,-0.244028,-1.000000,"No Data Usage","Daily Grinder"
821,"0",,"Apple",1,142,0,0.007042,0.000000,"Fair",0.765236,,0.933333,1.031746,0.330628,-0.623299,-0.442954,-0.527976,-1.000000,"No Data Usage","Norm Peterson"
822,"0",1,"HTC",0,501,0,0.000000,0.000000,"Good",0.671737,,0.783133,0.815412,0.416667,-0.144907,0.862594,-0.627305,-1.000000,"Voice Caller","Daily Grinder"
823,"0",,"Nokia",0,3,0,0.000000,0.000000,"Good",0.902778,,0.000000,2.166667,0.541667,-0.880143,-0.840605,-0.726403,-1.000000,"Low Overall","Homebody"
826,"0",8,"Apple",0,285,0,0.000000,0.000000,"Good",1.218798,,1.845679,1.295533,1.733979,-0.038865,-0.459561,-0.076055,-1.000000,"No Data Usage","Daily Grinder"
827,"0",,"HTC",0,53,0,0.000000,0.000000,"Good",1.036036,,1.000000,0.585586,1.522523,-0.772510,-0.769428,-0.684133,-1.000000,"No Data Usage","Homebody"
829,"0",10,"Apple",1,291,0,0.003436,0.000000,"Good",0.760149,,0.666667,0.697318,0.916463,0.123458,-0.539282,-0.355121,-1.000000,"Voice Caller","Daily Grinder"
832,"0",,"Samsung",0,44,0,0.000000,0.000000,"Good",0.144806,,0.000000,0.228070,0.206349,-0.739457,-0.808966,-0.717837,-1.000000,"Low Overall","Homebody"
833,"0",16,"Apple",0,216,0,0.000000,0.000000,"Good",0.798316,,0.733333,0.329114,1.332500,-0.579709,-0.049675,0.204900,-1.000000,"High SMS","Daily Grinder"
834,"0",2,"HTC",2,651,0,0.003072,0.000000,"Good",1.316997,,2.063492,2.037313,1.167183,0.971795,0.390419,0.196436,-1.000000,"No Data Usage","Undef"
837,"0",,"LG",0,314,0,0.000000,0.000000,"Good",0.307024,,0.467497,0.320988,0.439614,-0.582808,0.492836,-0.692616,-1.000000,"No Data Usage","Daily Grinder"
841,"0",,"Apple",2,258,0,0.007752,0.000000,"Fair",1.759717,,1.969697,2.000000,1.309455,-0.501746,0.187511,1.485028,-1.000000,"High SMS","Daily Grinder"
842,"0",,"HTC",1,127,0,0.007874,0.000000,"Fair",0.995025,,0.173333,1.354167,1.457576,-0.534573,-0.707374,-0.685647,-1.000000,"No Data Usage","Homebody"
843,"0",,"RIM",1,221,0,0.004525,0.000000,"Good",1.014902,,1.333333,0.967851,0.743521,-0.126046,-0.750953,-0.063964,-0.752862,"Other Usage","Daily Grinder"
845,"0",,"Samsung",0,1,0,0.000000,0.000000,"Good",0.000000,,,0.000000,0.000000,-0.883671,-1.000000,-0.723218,-1.000000,"Low Overall","Homebody"
849,"1",,"Samsung",1,141,0,0.007092,0.000000,"Fair",0.864774,,1.575758,0.624625,0.393939,-0.434951,-0.688102,-0.652997,-1.000000,"No Data Usage","Daily Grinder"
852,"0",,"Samsung",0,202,0,0.000000,0.000000,"Good",0.865326,,1.575758,0.837121,0.183099,-0.100011,-0.718893,-0.697862,-1.000000,"Voice Caller","Norm Peterson"
853,"0",,"LG",1,658,0,0.001520,0.000000,"Good",0.732002,,0.975277,0.992658,0.228070,0.174966,1.339697,-0.720548,-1.000000,"Voice Caller","Undef"
854,"0",4,"Samsung",4,716,0,0.005587,0.000000,"Good",1.124842,,1.721184,1.316587,1.461596,0.834495,0.663896,2.086091,-1.000000,"High SMS","Undef"
855,"0",,"Apple",17,665,0,0.025564,0.000000,"Poor",1.418229,,1.676269,1.138517,1.439901,0.605015,0.865378,1.209075,-1.000000,"High SMS","Undef"
859,"0",,"Samsung",0,57,0,0.000000,0.000000,"Good",3.988167,,2.022222,4.952381,4.989899,-0.735312,-0.719135,-0.709782,-1.000000,"Low Overall","Homebody"
860,"0",4,"Apple",8,759,0,0.010540,0.000000,"Fair",1.171539,,1.053517,2.062591,1.570048,1.494363,0.628667,-0.681967,-1.000000,"Voice Caller","Undef"
862,"0",2,"Apple",1,232,0,0.004310,0.000000,"Good",1.595588,0.000000,2.273224,2.262537,1.846591,-0.307978,-0.273916,-0.444083,-0.751167,"Other Usage","Daily Grinder"
863,"0",,"Nokia",0,117,0,0.000000,0.000000,"Good",1.938608,,1.625000,1.698198,2.492625,-0.527966,-0.615221,-0.614414,-1.000000,"No Data Usage","Daily Grinder"
864,"0",19,"Nokia",0,11,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.845494,-0.801874,-0.579051,-1.000000,"No Data Usage","Homebody"
867,"0",3,"Samsung",0,37,0,0.000000,0.000000,"Good",0.983239,,1.083333,0.928571,0.937811,-0.829448,-0.720622,-0.668454,-1.000000,"No Data Usage","Homebody"
868,"0",,"Apple",0,124,0,0.000000,0.000000,"Good",0.712312,,0.787879,1.349057,0.000000,-0.400626,-0.781330,-0.711714,-1.000000,"No Data Usage","Daily Grinder"
871,"0",2,"Apple",1,308,0,0.003247,0.000000,"Good",1.014639,,0.831050,1.370098,0.842767,-0.225725,0.095664,-0.425567,-1.000000,"No Data Usage","Daily Grinder"
872,"0",15,"Apple",16,973,1,0.016444,0.001028,"Poor",0.896148,,0.661189,1.040000,0.987254,1.292826,1.524489,0.512051,-1.000000,"High SMS","Night Shift"
875,"0",,"Samsung",0,105,0,0.000000,0.000000,"Good",0.526436,,1.054054,0.525253,0.000000,-0.636973,-0.613945,-0.722726,-1.000000,"No Data Usage","Daily Grinder"
877,"0",11,"Samsung",6,865,0,0.006936,0.000000,"Fair",2.325235,,3.162162,1.596946,2.216597,1.347466,1.122696,1.935490,-1.000000,"High SMS","Undef"
880,"0",2,"Apple",0,137,0,0.000000,0.000000,"Good",0.802247,,0.659420,1.346847,1.202721,-0.551416,-0.488767,-0.382268,-1.000000,"No Data Usage","Daily Grinder"
883,"0",3,"RIM",0,117,0,0.000000,0.000000,"Good",0.595892,0.000000,0.819820,1.037559,0.526190,-0.570239,-0.597155,-0.646473,-0.752756,"Other Usage","Daily Grinder"
884,"0",,"Apple",0,112,0,0.000000,0.000000,"Good",1.213809,,1.118280,0.777778,1.745370,-0.573344,-0.639554,0.359568,-1.000000,"High SMS","Daily Grinder"
888,"0",,"LG",0,22,0,0.000000,0.000000,"Good",0.892008,,2.166667,0.433333,0.076023,-0.790850,-0.826131,-0.679733,-1.000000,"No Data Usage","Homebody"
890,"0",1,"Samsung",0,77,0,0.000000,0.000000,"Good",1.469349,,2.241379,2.166667,0.000000,-0.772766,-0.619247,-0.713544,-1.000000,"No Data Usage","Homebody"
891,"0",,"Apple",0,177,0,0.000000,0.000000,"Good",1.025058,,0.969298,1.271739,0.834135,-0.457663,-0.307075,-0.255795,-1.000000,"No Data Usage","Daily Grinder"
892,"0",,"Apple",0,135,0,0.000000,0.000000,"Good",0.353757,,0.295455,0.491409,0.274406,-0.458915,-0.569802,-0.601435,-1.000000,"No Data Usage","Norm Peterson"
895,"0",,"Apple",1,175,0,0.005714,0.000000,"Good",1.394176,0.000000,2.321429,1.755274,1.500000,-0.472734,-0.414232,-0.657382,-0.749186,"Other Usage","Daily Grinder"
896,"0",,"HTC",4,98,0,0.040816,0.000000,"Poor",1.072144,,1.633880,0.722222,0.860330,-0.824297,-0.328846,-0.053334,-1.000000,"No Data Usage","Norm Peterson"
899,"0",,"RIM",2,243,0,0.008230,0.000000,"Fair",0.612579,,0.206349,1.007042,0.624346,-0.227255,-0.237150,-0.440205,-1.000000,"No Data Usage","Daily Grinder"
906,"1",,"Apple",1,165,0,0.006061,0.000000,"Fair",0.839643,,1.114286,0.762667,0.641975,-0.389049,-0.615684,-0.690792,-1.000000,"No Data Usage","Daily Grinder"
908,"0",,"Apple",2,201,0,0.009950,0.000000,"Fair",0.332705,0.000000,0.472727,0.860294,0.663208,-0.288649,-0.498574,-0.366707,-0.750487,"Other Usage","Daily Grinder"
912,"0",,"Apple",0,174,0,0.000000,0.000000,"Good",0.895567,0.000000,0.857143,1.661111,1.064015,-0.587300,-0.249200,-0.398302,-0.605123,"Other Usage","Daily Grinder"
917,"0",,"Apple",0,67,0,0.000000,0.000000,"Good",1.607918,,1.378788,2.407407,1.037559,-0.847790,-0.548301,-0.590183,-1.000000,"No Data Usage","Undef"
921,"0",,"Apple",1,140,0,0.007143,0.000000,"Fair",1.127447,,1.134921,1.645570,0.601852,-0.529528,-0.544236,-0.685394,-1.000000,"No Data Usage","Daily Grinder"
924,"0",4,"Samsung",1,286,0,0.003497,0.000000,"Good",0.998774,,1.050505,0.869383,1.076433,0.325030,-0.632879,-0.663961,-1.000000,"Voice Caller","Daily Grinder"
925,"0",,"Samsung",1,154,0,0.006494,0.000000,"Fair",2.016763,,3.198413,2.505208,0.346667,-0.557498,-0.394535,-0.710186,-1.000000,"No Data Usage","Daily Grinder"
927,"1",6,"LG",0,37,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.724975,-0.763647,-0.728563,-1.000000,"Low Overall","Homebody"
929,"0",,"Apple",0,222,0,0.000000,0.000000,"Good",1.727811,,1.159624,1.238095,2.785714,-0.248003,-0.371994,-0.652451,-1.000000,"No Data Usage","Daily Grinder"
932,"0",2,"Samsung",1,241,0,0.004149,0.000000,"Good",1.452872,,1.521628,1.564815,1.272171,-0.572467,0.038640,-0.313447,-1.000000,"No Data Usage","Daily Grinder"
933,"1",,"RIM",0,443,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,0.296715,0.483742,0.128411,-1.000000,"No Data Usage","Daily Grinder"
934,"0",,"RIM",7,921,0,0.007600,0.000000,"Fair",0.988087,,1.051282,0.745796,1.167183,1.044647,1.018881,-0.557108,-1.000000,"Voice Caller","Undef"
937,"1",,"RIM",3,714,0,0.004202,0.000000,"Good",0.792372,,0.870717,0.749181,0.757218,1.101721,0.646479,1.914037,-1.000000,"High SMS","Undef"
939,"0",,"Samsung",0,57,0,0.000000,0.000000,"Good",1.320313,,1.489583,3.791667,0.000000,-0.845868,-0.654493,-0.728405,-1.000000,"No Data Usage","Homebody"
940,"0",4,"Apple",1,1081,0,0.000925,0.000000,"Good",2.181072,3.524758,1.625000,2.258415,1.316116,1.942487,1.385499,-0.168928,-0.156804,"High Overall","Night Shift"
942,"0",,"Apple",0,51,0,0.000000,0.000000,"Good",2.876035,6.598187,1.547619,2.816667,0.541667,-0.779761,-0.755533,-0.671547,-0.189101,"Other Usage","Norm Peterson"
943,"0",3,"LG",0,202,0,0.000000,0.000000,"Good",0.943392,2.600000,0.603376,1.314607,0.198980,-0.463064,-0.340161,-0.446035,-0.742450,"Other Usage","Norm Peterson"
946,"0",,"Samsung",0,155,0,0.000000,0.000000,"Good",0.856134,,1.557292,1.011111,0.000000,-0.630717,-0.416536,-0.724784,-1.000000,"No Data Usage","Undef"
947,"0",,"Apple",0,47,0,0.000000,0.000000,"Good",1.788462,5.390499,1.596491,0.481481,1.473837,-0.830756,-0.703540,-0.417162,-0.113387,"Other Usage","Norm Peterson"
949,"0",,"Samsung",0,21,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.824848,-0.804511,-0.723096,-1.000000,"Low Overall","Homebody"
950,"0",,"Samsung",0,108,0,0.000000,0.000000,"Good",0.947431,,0.481481,0.962963,1.397849,-0.661836,-0.478596,-0.694755,-0.752862,"Other Usage","Daily Grinder"
951,"0",,"Samsung",0,502,0,0.000000,0.000000,"Good",0.648229,0.866667,0.534979,1.077778,0.761719,0.679928,-0.301932,-0.448556,-0.750156,"Voice Caller","Daily Grinder"
954,"0",1,"Apple",1,233,0,0.004292,0.000000,"Good",0.629050,,0.666667,0.456140,0.764343,-0.446188,-0.301747,-0.456319,-1.000000,"No Data Usage","Daily Grinder"
957,"0",,"Samsung",0,67,0,0.000000,0.000000,"Good",0.486949,0.000000,0.503876,0.812500,0.631418,-0.813755,-0.619875,-0.260290,-0.753779,"Other Usage","Undef"
958,"0",,"Samsung",5,731,0,0.006840,0.000000,"Fair",2.576707,6.765120,1.218750,1.352601,0.970356,0.574489,0.958062,2.607601,-0.384953,"High SMS","Undef"
959,"0",,"LG",1,387,0,0.002584,0.000000,"Good",5.137568,2.888889,7.061728,10.371585,0.228070,-0.155526,0.420871,-0.725436,-0.751759,"Voice Caller","Daily Grinder"
961,"0",1,"RIM",0,106,0,0.000000,0.000000,"Good",1.784467,1.274510,2.736842,1.400000,1.726516,-0.564000,-0.618907,1.504341,-0.706972,"High SMS","Norm Peterson"
962,"0",,"Samsung",0,823,0,0.000000,0.000000,"Good",2.384594,5.469580,1.548936,1.408124,1.111737,1.288376,0.729937,2.284201,-0.148855,"High SMS","Undef"
963,"0",2,"HTC",2,1038,0,0.001927,0.000000,"Good",2.078254,5.328549,1.498227,1.720721,1.843772,1.535566,1.921672,1.454477,-0.111311,"High SMS","Undef"
966,"1",,"LG",2,524,0,0.003817,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,0.480603,0.420833,-0.040368,-1.000000,"No Data Usage","Norm Peterson"
968,"0",,"RIM",0,60,0,0.000000,0.000000,"Good",0.838232,0.684211,0.650000,1.300000,0.718718,-0.755034,-0.717355,0.240354,-0.702986,"High SMS","Homebody"
971,"0",,"RIM",4,504,0,0.007937,0.000000,"Fair",1.346287,1.444444,1.478673,1.331597,1.130435,-0.065562,0.582554,0.285839,-0.749702,"High SMS","Daily Grinder"
973,"0",,"Apple",0,154,0,0.000000,0.000000,"Good",2.436314,5.283534,1.408333,2.421569,0.631820,-0.507024,-0.591199,-0.393882,-0.118451,"Other Usage","Daily Grinder"
974,"0",,"Apple",1,594,0,0.001684,0.000000,"Good",2.408955,4.648670,1.564815,1.658287,1.764050,0.673087,0.153451,1.700734,-0.154181,"High SMS","Undef"
976,"0",,"HTC",0,50,0,0.000000,0.000000,"Good",0.032808,,0.000000,0.084967,0.013458,-0.733931,-0.773436,-0.522948,-1.000000,"No Data Usage","Daily Grinder"
978,"0",,"LG",0,90,0,0.000000,0.000000,"Good",0.541329,0.000000,0.442177,0.509804,1.213333,-0.702141,-0.505894,-0.492249,-0.753639,"Other Usage","Norm Peterson"
979,"0",2,"LG",0,220,0,0.000000,0.000000,"Good",0.217485,,0.000000,0.325000,0.327456,0.038582,-0.834908,-0.488811,-1.000000,"Voice Caller","Daily Grinder"
984,"1",,"LG",0,65,0,0.000000,0.000000,"Good",0.401023,,0.975000,0.228070,0.000000,-0.797227,-0.530225,-0.710482,-1.000000,"No Data Usage","Homebody"
987,"0",,"Samsung",2,322,0,0.006211,0.000000,"Fair",2.843678,5.518685,2.485294,1.185738,2.184997,-0.132264,-0.315680,-0.403937,-0.408282,"Voice Caller","Daily Grinder"
989,"0",,"HTC",1,397,0,0.002519,0.000000,"Good",1.494993,4.216942,0.735119,0.632266,1.023973,0.229381,-0.140919,-0.417331,-0.117022,"Other Usage","Undef"
992,"0",1,"Nokia",0,279,0,0.000000,0.000000,"Good",2.255757,5.187793,1.537634,1.454762,0.931931,-0.260518,-0.172802,1.040445,-0.031939,"High SMS","Daily Grinder"
994,"0",,"Apple",3,259,0,0.011583,0.000000,"Fair",1.045330,,0.780781,0.566449,1.788760,-0.267731,-0.103361,-0.635330,-1.000000,"No Data Usage","Daily Grinder"
995,"0",,"Samsung",0,89,0,0.000000,0.000000,"Good",1.773518,,0.000000,2.124183,3.196370,-0.656160,-0.748760,-0.449552,-1.000000,"No Data Usage","Norm Peterson"
997,"0",,"Apple",1,194,0,0.005155,0.000000,"Good",1.583016,,1.171171,1.636054,1.941824,-0.465254,-0.312796,0.530018,-1.000000,"High SMS","Daily Grinder"
998,"0",,"Apple",1,331,0,0.003021,0.000000,"Good",2.580947,,2.782875,2.071078,2.888889,-0.112068,0.169857,-0.659561,-1.000000,"Voice Caller","Daily Grinder"
999,"1",,"Apple",0,21,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.823929,-0.798573,-0.697985,-1.000000,"No Data Usage","Homebody"
1000,"0",4,"Apple",2,134,0,0.014925,0.000000,"Fair",1.735102,,2.321429,1.532520,1.351358,-0.451062,-0.604853,-0.104637,-1.000000,"No Data Usage","Daily Grinder"
1001,"0",,"Apple",0,246,0,0.000000,0.000000,"Good",1.610949,,2.132275,1.497549,1.203022,-0.306454,-0.325796,0.328950,-1.000000,"High SMS","Daily Grinder"
1002,"0",,"Samsung",0,42,0,0.000000,0.000000,"Good",1.695062,,2.407407,1.444444,1.233333,-0.774943,-0.775283,-0.670998,-1.000000,"No Data Usage","Homebody"
1003,"0",3,"Apple",0,1551,0,0.000000,0.000000,"Good",1.001857,,0.768717,0.856022,1.217879,1.870423,1.966443,0.047847,-1.000000,"No Data Usage","Delivering the Goods"
1004,"0",6,"Apple",0,252,0,0.000000,0.000000,"Good",0.784038,,1.210784,0.481481,0.659848,0.148049,-0.271157,0.290050,-1.000000,"High SMS","Daily Grinder"
1006,"0",1,"RIM",0,751,0,0.000000,0.000000,"Good",1.055506,0.000000,1.665289,1.485395,1.071341,0.636154,0.807875,-0.453961,-0.694728,"Voice Caller","Undef"
1007,"1",,"Apple",0,163,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.525146,-0.586549,0.797938,-1.000000,"High SMS","Daily Grinder"
1011,"0",,"Apple",0,152,0,0.000000,0.000000,"Good",0.376010,,0.687831,0.326165,0.114035,-0.557109,-0.462022,-0.657449,-1.000000,"No Data Usage","Daily Grinder"
1013,"0",,"Apple",1,363,0,0.002755,0.000000,"Good",2.857518,0.270833,2.823232,2.472693,3.520833,0.123821,-0.228527,-0.611903,-0.747056,"Voice Caller","Daily Grinder"
